x,y,z,A,B,C
1149.44,35.3192,774.504,-2.97689,-0.254202,1.57586
1149.59,36.4093,774.428,-2.97691,-0.254048,1.57604
1149.79,39.6026,774.422,-2.97676,-0.254457,1.57598
1149.83,40.4764,774.419,-2.97675,-0.2541,1.57588
1149.92,45.179,774.29,-2.97681,-0.254503,1.57586
1149.87,45.4972,774.365,-2.97657,-0.254242,1.57604
1149.8,45.6474,774.348,-2.97708,-0.253793,1.576
1149.76,48.1398,774.261,-2.97665,-0.254608,1.57609
1149.58,50.6021,774.418,-2.97681,-0.2541,1.57603
1149.58,51.0171,774.486,-2.97678,-0.253529,1.57598
1149.55,52.0412,774.464,-2.97707,-0.254232,1.57583
1149.67,52.9708,774.488,-2.97681,-0.253711,1.57597
1149.69,57.9224,774.397,-2.97685,-0.254193,1.57618
1149.47,61.3418,774.709,-2.97702,-0.253917,1.57589
1149.46,61.6921,774.725,-2.97718,-0.252845,1.576
1149.44,62.0646,774.617,-2.97705,-0.253325,1.57592
1149.42,62.602,774.59,-2.97689,-0.253928,1.57602
1149.44,63.2451,774.723,-2.97703,-0.253822,1.57598
1149.41,63.9032,774.738,-2.97693,-0.252905,1.57609
1149.39,64.5918,774.59,-2.97714,-0.252766,1.5758
1149.36,65.2071,774.499,-2.97672,-0.254198,1.57607
1149.48,66.0867,774.619,-2.97725,-0.253191,1.5759
1149.49,67.2356,774.647,-2.9774,-0.252731,1.57585
1149.6,67.6111,774.434,-2.97711,-0.254087,1.57592
1149.59,68.6089,774.493,-2.97678,-0.254581,1.57621
1149.6,69.2992,774.655,-2.97725,-0.25355,1.57596
1149.59,69.6203,774.574,-2.97689,-0.253367,1.57598
1149.55,70.5076,774.542,-2.97716,-0.254095,1.57605
1149.44,70.8515,774.764,-2.9767,-0.254377,1.57589
1149.43,71.4053,774.866,-2.97707,-0.25327,1.57608
1149.51,72.3329,774.65,-2.97714,-0.253088,1.57598
1149.45,72.9191,774.628,-2.97661,-0.254078,1.57613
1149.43,73.5968,774.682,-2.97674,-0.254291,1.57615
1149.43,74.2354,774.776,-2.97711,-0.253314,1.57603
1149.54,77.8862,774.69,-2.97718,-0.253079,1.57596
1149.5,78.3285,774.721,-2.97675,-0.254422,1.57602
1149.49,78.8245,774.819,-2.9772,-0.253463,1.57591
1149.45,79.5088,774.847,-2.97708,-0.252844,1.576
1149.42,80.295,774.816,-2.97682,-0.253754,1.57596
1149.38,80.8439,774.868,-2.97686,-0.254263,1.57614
