x,y,z,A,B,C
395.166,-369.971,-1631.58,3.05077,-1.40251,3.03138
395.177,-369.995,-1632.38,3.04807,-1.40221,3.02865
395.163,-370.09,-1633.17,3.04717,-1.40274,3.02792
394.964,-370.003,-1633.48,3.04939,-1.40216,3.03002
394.949,-370.077,-1634.39,3.05257,-1.40307,3.03352
394.942,-370.067,-1635.26,3.05045,-1.40287,3.03132
394.903,-370.115,-1636.01,3.04932,-1.40256,3.02992
394.691,-370.093,-1636.36,3.04982,-1.40288,3.03092
394.678,-370.143,-1637.11,3.05081,-1.40259,3.03141
394.373,-369.989,-1637.33,3.04989,-1.40269,3.03067
394.375,-369.962,-1638.12,3.04969,-1.40268,3.03037
394.146,-369.987,-1639.34,3.04902,-1.40236,3.0295
394.076,-370.008,-1640.04,3.05092,-1.40244,3.03163
394.024,-369.94,-1640.69,3.05052,-1.40238,3.03114
394.082,-370.032,-1641.61,3.05037,-1.40276,3.03121
394.027,-370.039,-1642.18,3.05189,-1.40276,3.03258
393.957,-369.978,-1642.46,3.05,-1.40258,3.03074
393.946,-370.054,-1643.2,3.05221,-1.4027,3.03289
393.767,-369.976,-1643.78,3.05192,-1.40227,3.03257
393.785,-369.996,-1644.51,3.05113,-1.40293,3.03192
393.744,-370.01,-1645.28,3.05069,-1.4024,3.03127
393.589,-370.013,-1646.04,3.05066,-1.40261,3.03159
393.442,-370.13,-1649.22,3.05144,-1.40271,3.0323
393.222,-369.971,-1649.42,3.0495,-1.40227,3.03027
393.172,-369.992,-1649.8,3.04998,-1.40261,3.0308
393.133,-369.992,-1650.65,3.0515,-1.40214,3.03226
392.764,-369.934,-1653.63,3.05119,-1.40214,3.03193
392.3,-369.897,-1656.39,3.05009,-1.40296,3.03119
392.17,-369.858,-1657.26,3.05085,-1.40278,3.03192
392.139,-369.872,-1657.65,3.05048,-1.40269,3.0314
391.968,-369.792,-1658.09,3.05113,-1.40281,3.03212
391.873,-369.9,-1659.54,3.05156,-1.40261,3.03258
391.794,-369.914,-1661.03,3.05292,-1.40224,3.03386
391.773,-369.937,-1661.39,3.05216,-1.40263,3.03319
391.613,-370.036,-1663.24,3.05196,-1.40273,3.03301
391.592,-370.029,-1663.7,3.05197,-1.40261,3.033
391.494,-370.091,-1664.96,3.0511,-1.40253,3.0321
391.408,-370.089,-1665.35,3.05288,-1.40254,3.03384
391.289,-370.103,-1666.24,3.05134,-1.40289,3.03232
391.229,-370.082,-1667.03,3.05278,-1.40234,3.0337
391.269,-369.862,-1667.61,3.05271,-1.40236,3.03359
391.164,-369.887,-1668.25,3.05286,-1.40291,3.03414
391.137,-369.755,-1668.57,3.05236,-1.4022,3.03327
391.047,-369.774,-1669.29,3.05265,-1.40292,3.03371
390.949,-369.703,-1669.76,3.0518,-1.40287,3.03299
390.877,-369.677,-1670.51,3.05289,-1.40245,3.03384
390.785,-369.71,-1671.11,3.05229,-1.40239,3.03338
390.721,-369.743,-1671.88,3.05174,-1.40208,3.03299
390.422,-369.704,-1673.09,3.05053,-1.40226,3.03181
390.442,-369.716,-1673.43,3.05018,-1.40259,3.03139
390.271,-369.739,-1674.83,3.05018,-1.40212,3.0312
390.214,-369.777,-1675.53,3.05058,-1.40226,3.03158
390.092,-369.667,-1675.7,3.04998,-1.40239,3.03118
389.903,-369.625,-1677.09,3.0499,-1.40228,3.03117
389.754,-369.638,-1678.46,3.05049,-1.40207,3.03169
389.711,-369.636,-1678.82,3.05089,-1.40222,3.03208
389.666,-369.606,-1679.2,3.05122,-1.40218,3.03228
389.567,-369.63,-1679.88,3.05093,-1.40216,3.03203
389.521,-369.664,-1680.52,3.04929,-1.40227,3.03047
389.451,-369.591,-1681.28,3.05002,-1.40211,3.03116
389.331,-369.683,-1683.28,3.05,-1.40238,3.0313
389.176,-369.59,-1684.01,3.04886,-1.40231,3.03036
389.174,-369.617,-1684.64,3.04958,-1.40231,3.03082
388.995,-369.614,-1685.33,3.05039,-1.40223,3.03167
388.96,-369.598,-1686.21,3.05118,-1.40263,3.0325
388.861,-369.534,-1686.84,3.04917,-1.40236,3.03041
388.786,-369.536,-1687.54,3.04963,-1.40231,3.03087
388.577,-369.477,-1688.71,3.05066,-1.40241,3.03207
388.555,-369.471,-1689.11,3.04915,-1.40246,3.03045
388.455,-369.469,-1690.03,3.04861,-1.40252,3.02992
388.386,-369.444,-1690.34,3.04911,-1.40224,3.03042
388.28,-369.329,-1690.24,3.05022,-1.40209,3.03128
388.198,-369.373,-1690.99,3.05071,-1.4022,3.03201
388.204,-369.402,-1691.7,3.05092,-1.40253,3.03213
388.128,-369.346,-1692.27,3.04963,-1.40237,3.03078
388.027,-369.352,-1692.96,3.04937,-1.40272,3.03087
388,-369.348,-1693.62,3.05062,-1.40214,3.03172
387.866,-369.354,-1694.1,3.05176,-1.4023,3.03304
387.824,-369.321,-1694.76,3.05076,-1.4023,3.03205
387.662,-369.268,-1695.51,3.05062,-1.40245,3.03198
387.611,-369.26,-1696.15,3.04934,-1.40234,3.03054
387.411,-369.248,-1696.89,3.0491,-1.40215,3.03035
386.848,-369.354,-1700.69,3.04809,-1.4026,3.02963
386.913,-369.362,-1701.39,3.04996,-1.40242,3.03113
386.685,-369.3,-1702.72,3.05016,-1.40268,3.03144
386.689,-369.323,-1704.14,3.05138,-1.40222,3.03257
386.548,-369.325,-1705.63,3.04952,-1.40199,3.03068
386.35,-369.276,-1706.56,3.05104,-1.40214,3.03199
385.98,-369.441,-1711.91,3.04982,-1.40284,3.03135
385.873,-369.459,-1713.1,3.05272,-1.40272,3.03417
385.413,-369.311,-1716.78,3.05077,-1.40224,3.03221
385.304,-369.308,-1717.3,3.05178,-1.40271,3.03326
385.247,-369.307,-1717.96,3.05306,-1.40222,3.03436
385.234,-369.325,-1718.33,3.05198,-1.40239,3.03334
385.272,-369.331,-1719.04,3.05289,-1.40288,3.03434
385.271,-369.365,-1719.67,3.05359,-1.40266,3.03496
385.189,-369.336,-1720.47,3.0528,-1.4026,3.03433
385.175,-369.349,-1721.22,3.05273,-1.40312,3.03421
385.066,-369.342,-1721.94,3.05237,-1.40252,3.0336
384.744,-369.361,-1722.3,3.05318,-1.40305,3.03475
384.656,-369.359,-1723,3.05336,-1.40218,3.03465
384.708,-369.392,-1723.82,3.05309,-1.40277,3.03444
384.663,-369.416,-1724.62,3.05173,-1.40287,3.03306
384.576,-369.416,-1725.3,3.05238,-1.40262,3.03356
384.332,-369.293,-1725.56,3.05364,-1.40282,3.03496
384.261,-369.286,-1726.28,3.05343,-1.40228,3.03464
384.375,-369.305,-1727.04,3.05323,-1.40213,3.03437
384.292,-369.331,-1727.66,3.05445,-1.40247,3.03573
384.154,-369.262,-1727.91,3.0536,-1.4028,3.03494
384.085,-369.273,-1728.56,3.05295,-1.40259,3.03405
383.979,-369.26,-1729.18,3.05279,-1.40294,3.03419
384.015,-369.134,-1729.97,3.05377,-1.40261,3.0348
383.797,-369.164,-1730.62,3.05264,-1.40288,3.03384
383.573,-369.161,-1732.26,3.05227,-1.40326,3.03364
383.624,-369.174,-1733.42,3.05243,-1.40319,3.03394
383.525,-369.142,-1734,3.05437,-1.40283,3.03551
383.502,-369.146,-1734.73,3.05334,-1.40296,3.03461
383.421,-369.129,-1735.39,3.05302,-1.40246,3.03414
383.466,-369.126,-1736.42,3.05322,-1.40269,3.03433
383.452,-369.157,-1737.09,3.05248,-1.40265,3.03384
383.406,-369.13,-1737.85,3.05316,-1.40245,3.03425
383.16,-369.225,-1738.24,3.05326,-1.40245,3.03446
383.111,-369.16,-1739.11,3.053,-1.40269,3.03422
382.899,-369.14,-1741.17,3.05153,-1.40214,3.03262
382.855,-369.223,-1741.73,3.05378,-1.40285,3.03491
382.794,-369.224,-1742.9,3.05378,-1.40315,3.03496
382.255,-369.249,-1746.12,3.05177,-1.40275,3.03281
382.065,-369.196,-1748.3,3.05322,-1.40276,3.03421
382.016,-369.238,-1750.17,3.0519,-1.40227,3.03286
381.078,-369.288,-1755.97,3.05218,-1.40294,3.03336
380.84,-369.24,-1758.51,3.05219,-1.40334,3.03338
380.772,-369.208,-1759.01,3.05361,-1.40248,3.03455
380.587,-369.178,-1760.53,3.05325,-1.40309,3.03427
380.499,-369.173,-1762.29,3.05232,-1.40203,3.03296
380.337,-369.204,-1762.77,3.0542,-1.40257,3.03515
380.306,-369.23,-1763.6,3.0544,-1.40241,3.03522
380.274,-369.215,-1764.39,3.05326,-1.40251,3.03396
380.165,-369.165,-1764.98,3.05273,-1.40245,3.03348
380.051,-369.15,-1765.38,3.05233,-1.40287,3.03332
379.959,-369.2,-1765.95,3.05346,-1.40282,3.03438
379.934,-369.139,-1767.28,3.0541,-1.40237,3.03477
