x,y,z,A,B,C
352.983,-512.097,-1627.06,1.5865,0.0101089,-1.44447
352.87,-512.87,-1627.02,1.58635,0.0101081,-1.44414
352.871,-513.627,-1626.8,1.5867,0.0090862,-1.44431
352.839,-514.248,-1626.75,1.58652,0.00911919,-1.44399
352.868,-514.922,-1626.77,1.58656,0.00942066,-1.44396
352.998,-515.677,-1626.71,1.58667,0.00966247,-1.44416
353.056,-516.347,-1626.72,1.58656,0.00918869,-1.44427
353.104,-517.031,-1626.79,1.58677,0.00907913,-1.44449
353.148,-517.774,-1626.82,1.58663,0.00941609,-1.44437
353.119,-518.483,-1626.78,1.58665,0.00935649,-1.44452
353.227,-519.158,-1626.79,1.58668,0.00889079,-1.44422
353.18,-519.802,-1626.97,1.58684,0.00896102,-1.44476
353.194,-520.371,-1626.99,1.58641,0.0103414,-1.44439
353.145,-521.269,-1626.91,1.58643,0.0102037,-1.44439
353.095,-521.985,-1626.77,1.58655,0.00906879,-1.4443
353.087,-522.611,-1626.68,1.58662,0.00881482,-1.44443
353.132,-523.377,-1626.94,1.58652,0.00972358,-1.44426
353.17,-524.985,-1626.79,1.5863,0.010332,-1.44433
353.108,-525.364,-1627.01,1.58637,0.0090753,-1.44424
353.103,-526.267,-1626.97,1.58631,0.00887438,-1.44414
353.142,-526.466,-1627.03,1.5865,0.00912613,-1.44395
353.255,-527.068,-1627.44,1.58633,0.00973885,-1.44446
353.32,-527.878,-1627.5,1.58642,0.00930665,-1.44436
353.309,-528.638,-1627.55,1.58625,0.00944408,-1.44421
353.377,-529.615,-1627.56,1.5864,0.0100175,-1.4447
353.441,-538.114,-1627.95,1.58625,0.00919135,-1.44427
353.469,-538.459,-1628.02,1.58608,0.0102406,-1.44466
353.365,-539.804,-1628.26,1.5862,0.00935981,-1.44447
353.383,-541.059,-1628.38,1.58639,0.00969497,-1.44485
353.395,-541.992,-1628.41,1.58625,0.0100211,-1.44463
353.473,-542.336,-1628.33,1.58622,0.00977394,-1.44456
353.579,-545.8,-1628.04,1.58609,0.00915246,-1.44428
353.532,-547.759,-1628.31,1.5863,0.0101591,-1.44462
353.491,-548.079,-1628.25,1.58621,0.00973117,-1.4446
353.512,-548.492,-1628.45,1.58634,0.0095891,-1.44464
353.554,-549.074,-1628.47,1.58619,0.00975601,-1.44447
353.552,-550.86,-1628.6,1.58626,0.0105221,-1.44441
353.561,-550.967,-1628.6,1.58615,0.0103368,-1.44444
353.621,-551.144,-1628.6,1.58635,0.00979055,-1.44467
353.581,-551.599,-1628.65,1.58627,0.0097768,-1.44451
353.625,-552.218,-1628.77,1.58631,0.0097951,-1.44482
353.623,-552.699,-1628.84,1.58625,0.00952905,-1.44453
353.626,-553.103,-1628.87,1.58633,0.009505,-1.44434
353.585,-553.613,-1628.73,1.58618,0.00941151,-1.44448
353.637,-554.021,-1628.74,1.5863,0.0095878,-1.44446
353.662,-554.431,-1628.75,1.58626,0.00951391,-1.44447
353.601,-554.654,-1628.47,1.58642,0.00949137,-1.4446
353.634,-554.97,-1628.51,1.5865,0.00976674,-1.44468
353.594,-555.401,-1628.32,1.58655,0.00968369,-1.44445
353.61,-555.751,-1628.3,1.5865,0.00947259,-1.44489
353.683,-555.912,-1628.27,1.58657,0.00919923,-1.44434
353.697,-556.057,-1628.25,1.58635,0.00953572,-1.44495
353.674,-556.287,-1628.38,1.58636,0.010017,-1.44478
353.654,-556.527,-1628.37,1.58641,0.00970167,-1.44439
353.63,-556.696,-1628.34,1.58647,0.00994543,-1.44455
353.729,-557.538,-1628.52,1.58659,0.0101688,-1.44456
353.72,-557.554,-1628.52,1.58656,0.0100279,-1.44458
353.846,-557.696,-1628.58,1.58649,0.0101055,-1.44455
353.853,-557.684,-1628.6,1.58655,0.00984806,-1.44451
353.774,-557.629,-1628.57,1.58656,0.00992282,-1.44443
353.818,-557.694,-1628.59,1.58663,0.00996667,-1.44445
353.791,-557.789,-1628.95,1.58651,0.00982092,-1.44453
353.802,-557.784,-1628.96,1.58667,0.00977137,-1.44432
353.806,-557.783,-1628.96,1.58655,0.0099067,-1.44444
353.717,-557.736,-1628.87,1.5866,0.009905,-1.4445
